hybrid_alpha,query_count,latency_seconds,mrr,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10,precision@20,recall@20,ndcg@20
0.5,80,0.05993022601251141,0.2644228608522788,0.20750000000000002,0.24347064393939394,0.20357033053525928,0.1525,0.3406723484848485,0.24281564087959867,0.09625000000000002,0.4110069444444445,0.27142134259937734
0.7,80,0.05925673122492299,0.2642679299067562,0.1975,0.23554450757575757,0.19699639652346962,0.15125000000000002,0.3408459595959596,0.24067898197688561,0.095,0.4178914141414142,0.2707177356753464
0.3,80,0.059340879150022376,0.2592217348011078,0.20999999999999996,0.2453188131313131,0.2041773661115894,0.15250000000000002,0.33872790404040404,0.23978251178062487,0.09687500000000002,0.4096875,0.26814249403297385
