system,query_id,latency_seconds,latency_p90_seconds,mrr,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10,precision@20,recall@20,ndcg@20
TF-IDF,Q162,0.006804165997891687,0.007000024801527616,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q163,0.00685574999806704,0.0069650998018914835,0.2,0.2,0.25,0.15101961822780524,0.1,0.25,0.15101961822780524,0.05,0.25,0.15101961822780524
TF-IDF,Q164,0.006939166996744461,0.006969709001714364,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q165,0.007043582998448983,0.007090091796999332,0.3333333333333333,0.4,0.08695652173913043,0.3156484524795145,0.4,0.17391304347826086,0.35266373843404347,0.2,0.17391304347826086,0.22759766177114932
TF-IDF,Q166,0.007085125005687587,0.007233791402541101,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q167,0.00683591599954525,0.006971333199180663,0.2,0.2,0.3333333333333333,0.18154179253735267,0.1,0.3333333333333333,0.18154179253735267,0.05,0.3333333333333333,0.18154179253735267
TF-IDF,Q168,0.007056624999677297,0.008041233802214266,0.5,0.6,0.6,0.5147714448836774,0.3,0.6,0.5147714448836774,0.2,0.8,0.6015822211196038
TF-IDF,Q169,0.00718425000377465,0.0073161833963240495,0.5,0.4,0.6666666666666666,0.5307212739772434,0.2,0.6666666666666666,0.5307212739772434,0.1,0.6666666666666666,0.5307212739772434
TF-IDF,Q170,0.007568499997432809,0.007688324997434393,1.0,0.6,0.5,0.6843515475204855,0.4,0.6666666666666666,0.7183750273402227,0.2,0.6666666666666666,0.7183750273402227
TF-IDF,Q171,0.00781358299718704,0.007950608196551912,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3333333333333333,0.11480929472601784
TF-IDF,Q172,0.0074514580046525225,0.007551391999004409,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q173,0.007496749996789731,0.007703667200985365,1.0,0.4,0.5,0.6366824387328317,0.2,0.5,0.6366824387328317,0.1,0.5,0.6366824387328317
TF-IDF,Q174,0.0073895000023185275,0.007499924801231827,0.5,0.2,0.3333333333333333,0.2960819109658652,0.1,0.3333333333333333,0.2960819109658652,0.1,0.6666666666666666,0.4228989277982588
TF-IDF,Q175,0.007279040997673292,0.007660366804338991,0.16666666666666666,0.0,0.0,0.0,0.2,0.5,0.2622073738811406,0.15,0.75,0.35980238637916606
TF-IDF,Q176,0.007112958999641705,0.0072670749985263685,0.5,0.4,0.2222222222222222,0.34519134224686937,0.3,0.3333333333333333,0.32295017518832136,0.25,0.5555555555555556,0.44187335711041226
TF-IDF,Q177,0.00710304099629866,0.007247432999429293,0.1111111111111111,0.0,0.0,0.0,0.1,0.25,0.11751610475642714,0.1,0.5,0.2230116889915375
TF-IDF,Q178,0.0068437080044532195,0.006994958201539702,0.5,0.4,0.6666666666666666,0.5307212739772434,0.2,0.6666666666666666,0.5307212739772434,0.1,0.6666666666666666,0.5307212739772434
TF-IDF,Q179,0.0067808750027325004,0.00703136639931472,0.5,0.4,0.5,0.3973220069685352,0.4,1.0,0.6665048698100113,0.2,1.0,0.6665048698100113
TF-IDF,Q180,0.006806625002354849,0.006938283196359407,0.3333333333333333,0.2,0.25,0.19519002499605084,0.1,0.25,0.19519002499605084,0.05,0.25,0.19519002499605084
TF-IDF,Q181,0.006762041004549246,0.006767258199397474,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q182,0.006834957996034063,0.007302000200434122,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16666666666666666,0.08177471774917201
TF-IDF,Q183,0.006788457998482045,0.00694179179990897,0.3333333333333333,0.2,0.3333333333333333,0.23463936301137822,0.2,0.6666666666666666,0.40179981797758046,0.1,0.6666666666666666,0.40179981797758046
TF-IDF,Q184,0.006955750002816785,0.007107333399471827,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q185,0.006938625003385823,0.00713044199947035,0.16666666666666666,0.0,0.0,0.0,0.1,0.06666666666666667,0.07839826897867533,0.1,0.13333333333333333,0.10687735001361824
TF-IDF,Q186,0.006887666997499764,0.006904775399016216,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16666666666666666,0.07745351606183934
TF-IDF,Q187,0.00723091699910583,0.007536224601790309,0.14285714285714285,0.0,0.0,0.0,0.1,0.1111111111111111,0.07834851647149511,0.05,0.1111111111111111,0.07834851647149511
TF-IDF,Q188,0.0071434589990531094,0.0071891664003487675,0.1,0.0,0.0,0.0,0.1,0.25,0.11284514134893527,0.1,0.5,0.2104401538469607
TF-IDF,Q189,0.006808083002397325,0.007269483197887894,0.16666666666666666,0.0,0.0,0.0,0.1,0.3333333333333333,0.16716045496620227,0.1,0.6666666666666666,0.28448013647189135
TF-IDF,Q190,0.007285416999366134,0.007478882998111658,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q191,0.006915042002219707,0.007043716596672312,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q192,0.006902499997522682,0.0071033248008461666,0.5,0.6,0.17647058823529413,0.5147714448836774,0.6,0.35294117647058826,0.5552448576790283,0.45,0.5294117647058824,0.5106156911822556
TF-IDF,Q193,0.007401250004477333,0.007495008599653375,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.125,0.06835476917178976
TF-IDF,Q194,0.0068477500026347116,0.00694283340126276,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q195,0.006953874995815568,0.0070823835980263535,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q196,0.006880915992951486,0.006954141403548419,0.5,0.2,0.14285714285714285,0.21398626473452756,0.1,0.14285714285714285,0.17342765698823945,0.05,0.14285714285714285,0.17342765698823945
TF-IDF,Q197,0.006894917001773138,0.007045399998605717,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1111111111111111,0.06351827548012591
TF-IDF,Q198,0.0066721670009428635,0.006764541803568136,0.125,0.0,0.0,0.0,0.1,0.125,0.07979453856244817,0.1,0.25,0.15035112115341664
TF-IDF,Q199,0.006966959001147188,0.007073958399996627,0.2,0.2,0.05555555555555555,0.13120507751234178,0.1,0.05555555555555555,0.08514311764162098,0.15,0.16666666666666666,0.12981415799442766
TF-IDF,Q200,0.0069597080000676215,0.007489299803273753,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q201,0.006626583002798725,0.006752834001963493,0.3333333333333333,0.2,0.3333333333333333,0.23463936301137822,0.1,0.3333333333333333,0.23463936301137822,0.15,1.0,0.47521488370979087
TF-IDF,Q202,0.006829792000644375,0.0068425749996094964,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3333333333333333,0.10858087310103355
TF-IDF,Q203,0.006848917000752408,0.006913275200349745,0.5,0.2,0.06666666666666667,0.21398626473452756,0.2,0.13333333333333333,0.21726071285222986,0.15,0.2,0.21322509363719402
TF-IDF,Q204,0.006834082996647339,0.00694950820034137,0.5,0.2,0.25,0.24630238874073,0.1,0.25,0.24630238874073,0.1,0.5,0.35179797297584037
TF-IDF,Q205,0.0068649169988930225,0.007115266597247682,1.0,0.2,0.3333333333333333,0.46927872602275644,0.2,0.6666666666666666,0.6257049680303419,0.15,1.0,0.7458206238283932
TF-IDF,Q206,0.007498291997762863,0.007574308397306595,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q207,0.006556457999977283,0.006842291599605232,0.5,0.4,0.3333333333333333,0.34519134224686937,0.3,0.5,0.39907586254035626,0.15,0.5,0.39907586254035626
TF-IDF,Q208,0.006926290996489115,0.007302774998242967,0.5,0.4,0.3333333333333333,0.34519134224686937,0.2,0.3333333333333333,0.3079834593168982,0.1,0.3333333333333333,0.3079834593168982
TF-IDF,Q209,0.007075207999150734,0.007189874799223617,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.10889376106823218
TF-IDF,Q210,0.007018291995336767,0.007244391601125244,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q211,0.006925290996150579,0.0072860999978729525,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q212,0.0068986659971415065,0.007284191595681477,0.3333333333333333,0.4,0.4,0.3156484524795145,0.2,0.4,0.3156484524795145,0.15,0.6,0.4073024804078475
TF-IDF,Q213,0.006883166999614332,0.007084799998847302,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3333333333333333,0.12681701683239352
TF-IDF,Q214,0.0076828340024803765,0.007800958202278707,0.5,0.6,0.5,0.5147714448836774,0.4,0.6666666666666666,0.5670738205908158,0.25,0.8333333333333334,0.6488485383399879
TF-IDF,Q215,0.007950375002110377,0.00806703340203967,0.5,0.4,0.5,0.4144299250118475,0.3,0.75,0.544556608342548,0.2,1.0,0.6534503694107802
TF-IDF,Q216,0.007826541004760657,0.008256158597941977,0.5,0.2,0.3333333333333333,0.2960819109658652,0.1,0.3333333333333333,0.2960819109658652,0.05,0.3333333333333333,0.2960819109658652
TF-IDF,Q217,0.007154833001550287,0.007492333198024425,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3333333333333333,0.14258343690380615
TF-IDF,Q218,0.007420249996357597,0.007654340995941311,0.1,0.0,0.0,0.0,0.1,0.14285714285714285,0.07945707943276742,0.1,0.2857142857142857,0.14817616266134012
TF-IDF,Q219,0.007462542002031114,0.007618833004380576,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q220,0.007099374997778796,0.007272232997638639,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.07721668828275381
TF-IDF,Q221,0.007184958005382214,0.007301291602198034,0.5,0.4,0.15384615384615385,0.34519134224686937,0.2,0.15384615384615385,0.22400556151517553,0.2,0.3076923076923077,0.28955318996924273
TF-IDF,Q222,0.007128416997147724,0.007349833199987188,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q223,0.006856041996798012,0.007142390999069903,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q224,0.006857332999061327,0.007079791602154728,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q225,0.006756292001227848,0.0067768501990940425,0.2,0.2,0.1,0.13120507751234178,0.2,0.2,0.15457433957839825,0.1,0.2,0.15457433957839825
TF-IDF,Q226,0.006839125002443325,0.007124399601889308,0.25,0.2,0.16666666666666666,0.14606834984270645,0.1,0.16666666666666666,0.13032376591037062,0.1,0.3333333333333333,0.20777728197220996
TF-IDF,Q227,0.006913625002198387,0.007066008800757117,0.003105590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q228,0.006735666996974032,0.006755083201278466,0.5,0.6,0.75,0.6096199500078984,0.3,0.75,0.6096199500078984,0.15,0.75,0.6096199500078984
TF-IDF,Q229,0.006734832997608464,0.006834440998500213,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q230,0.006758499999705236,0.00703438360360451,1.0,0.4,0.6666666666666666,0.7653606369886217,0.2,0.6666666666666666,0.7653606369886217,0.1,0.6666666666666666,0.7653606369886217
TF-IDF,Q231,0.007166583003709093,0.0074165578014799395,0.0018796992481203006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TF-IDF,Q232,0.006734292001056019,0.006843349998234771,0.3333333333333333,0.2,0.2,0.16958010263680806,0.2,0.4,0.2765732350040718,0.15,0.6,0.35504751727517825
TF-IDF,Q233,0.006717750002280809,0.0067667584007722326,0.5,0.2,0.3333333333333333,0.2960819109658652,0.1,0.3333333333333333,0.2960819109658652,0.05,0.3333333333333333,0.2960819109658652
TF-IDF,Q234,0.006859000000986271,0.0072510084020905195,0.5,0.6,0.6,0.4912596920895758,0.4,0.8,0.61207099478907,0.2,0.8,0.61207099478907
TF-IDF,Q235,0.0066367079998599365,0.006682900202577002,0.2,0.2,0.25,0.15101961822780524,0.1,0.25,0.15101961822780524,0.1,0.5,0.2465263090905131
TF-IDF,Q236,0.006707833999826107,0.006821332797699142,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07692307692307693,0.049043960636177025
TF-IDF,Q237,0.007196792001195718,0.007487083597516176,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1111111111111111,0.05351287869030783
TF-IDF,Q238,0.006601916000363417,0.006635408196598291,0.3333333333333333,0.2,0.09090909090909091,0.16958010263680806,0.1,0.09090909090909091,0.11004588314904008,0.05,0.09090909090909091,0.1036806144573329
TF-IDF,Q239,0.0074474580032983795,0.007782424996548798,0.2,0.2,0.2,0.13120507751234178,0.1,0.2,0.13120507751234178,0.05,0.2,0.13120507751234178
TF-IDF,Q240,0.006743750003806781,0.00696299159899354,0.2,0.2,0.25,0.15101961822780524,0.1,0.25,0.15101961822780524,0.05,0.25,0.15101961822780524
TF-IDF,Q241,0.0072879580038716085,0.007351566996658221,0.5,0.6,0.5,0.5147714448836774,0.4,0.6666666666666666,0.5601521372325761,0.2,0.6666666666666666,0.5601521372325761
TF-IDF,Q242,0.006584667004062794,0.006629674798750785,0.14285714285714285,0.0,0.0,0.0,0.1,0.125,0.0843142342558857,0.05,0.125,0.0843142342558857
TF-IDF,Q243,0.0066254580015083775,0.006663258401385974,0.14285714285714285,0.0,0.0,0.0,0.2,0.03278688524590164,0.14279514403613733,0.2,0.06557377049180328,0.15965578712025352
TF-IDF,Q244,0.0068654159986181185,0.007299733199761249,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3333333333333333,0.1125388887954676
TF-IDF,Q245,0.006666624998615589,0.006721924798330292,0.5,0.4,0.10526315789473684,0.36005461457723403,0.4,0.21052631578947367,0.3706355185414171,0.3,0.3157894736842105,0.32570619877531315
TF-IDF,Q246,0.006680999998934567,0.006738765997579321,0.5,0.2,0.125,0.21398626473452756,0.1,0.125,0.15958907712489634,0.05,0.125,0.15958907712489634
TF-IDF,Q247,0.0069920419991831295,0.007317166798748076,0.14285714285714285,0.0,0.0,0.0,0.1,0.3333333333333333,0.15642624200758548,0.05,0.3333333333333333,0.15642624200758548
TF-IDF,Q248,0.006664417000138201,0.007110691998968832,0.5,0.4,0.4,0.38356636737133565,0.3,0.6,0.49661976912920763,0.2,0.8,0.5857000393474421
TF-IDF,Q249,0.00703724999766564,0.007175108400406316,0.1,0.0,0.0,0.0,0.1,0.3333333333333333,0.13565197343244778,0.05,0.3333333333333333,0.13565197343244778
TF-IDF,Q250,0.006922749998921063,0.007151083399367053,0.25,0.2,0.25,0.16812753627111746,0.1,0.25,0.16812753627111746,0.05,0.25,0.16812753627111746
SBERT,Q001,0.017063375002180692,0.01754110820183996,0.25,0.4,0.5,0.3191471544989227,0.3,0.75,0.4582033340096983,0.15,0.75,0.4582033340096983
SBERT,Q002,0.01465033400018001,0.015508583397604525,0.5,0.4,0.6666666666666666,0.5307212739772434,0.2,0.6666666666666666,0.5307212739772434,0.1,0.6666666666666666,0.5307212739772434
SBERT,Q003,0.01390141699812375,0.014104050000605639,0.125,0.0,0.0,0.0,0.1,0.25,0.123151194370365,0.05,0.25,0.123151194370365
SBERT,Q004,0.013086582999676466,0.014554566598962992,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q005,0.014129292001598515,0.014660533399728592,0.3333333333333333,0.4,0.125,0.30078518014914984,0.3,0.1875,0.2614432242450501,0.2,0.25,0.24022700610045275
SBERT,Q006,0.014886875003867317,0.01630903300247155,0.5,0.8,0.4444444444444444,0.6608397947263839,0.4,0.4444444444444444,0.4579766441086708,0.25,0.5555555555555556,0.5114895227989786
SBERT,Q007,0.012663542001973838,0.014437683601863682,0.14285714285714285,0.0,0.0,0.0,0.1,0.1111111111111111,0.07834851647149511,0.05,0.1111111111111111,0.07834851647149511
SBERT,Q008,0.0123306249952293,0.014183175198559184,0.25,0.2,0.3333333333333333,0.20210734650054757,0.1,0.3333333333333333,0.20210734650054757,0.05,0.3333333333333333,0.20210734650054757
SBERT,Q009,0.012840249997680075,0.013155766999989282,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.08297572808511901
SBERT,Q010,0.01116675000230316,0.011524124999414197,0.3333333333333333,0.4,0.6666666666666666,0.4367467095119258,0.3,1.0,0.6039071644781281,0.15,1.0,0.6039071644781281
SBERT,Q011,0.013187917000323068,0.013846899803320411,0.5,0.4,0.5,0.44149241373678083,0.3,0.75,0.5716190970674814,0.15,0.75,0.5716190970674814
SBERT,Q012,0.013022083003306761,0.013577599599375389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q013,0.013013458999921568,0.01451068280293839,0.5,0.4,0.6666666666666666,0.4776237035032179,0.2,0.6666666666666666,0.4776237035032179,0.15,1.0,0.6044407203356115
SBERT,Q014,0.01389891700091539,0.014596191597229335,0.2,0.2,0.25,0.15101961822780524,0.2,0.5,0.29007579773858083,0.1,0.5,0.29007579773858083
SBERT,Q015,0.011970708997978363,0.012020208399917465,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.1862603746349973
SBERT,Q016,0.01148941699648276,0.01186861660098657,0.2,0.2,0.3333333333333333,0.18154179253735267,0.1,0.3333333333333333,0.18154179253735267,0.05,0.3333333333333333,0.18154179253735267
SBERT,Q017,0.011577750003198162,0.014678166796511505,0.25,0.2,0.3333333333333333,0.20210734650054757,0.2,0.6666666666666666,0.3501483019834802,0.1,0.6666666666666666,0.3501483019834802
SBERT,Q018,0.011663334000331815,0.012985199999820906,0.5,0.2,0.25,0.24630238874073,0.2,0.5,0.3853585682515056,0.1,0.5,0.3853585682515056
SBERT,Q019,0.011702833005983848,0.013126391402329319,0.2,0.2,0.3333333333333333,0.18154179253735267,0.1,0.3333333333333333,0.18154179253735267,0.05,0.3333333333333333,0.18154179253735267
SBERT,Q020,0.011439833993790671,0.011739074996148702,0.25,0.4,0.6666666666666666,0.38364913903790027,0.2,0.6666666666666666,0.38364913903790027,0.15,1.0,0.5069049782306237
SBERT,Q021,0.011972624997724779,0.012580150002031587,0.5,0.6,1.0,0.6797310500037655,0.3,1.0,0.6797310500037655,0.15,1.0,0.6797310500037655
SBERT,Q022,0.011798790998000186,0.011956275002739858,0.5,0.6,0.75,0.6096199500078984,0.4,1.0,0.7327711443782634,0.2,1.0,0.7327711443782634
SBERT,Q023,0.011239959007070865,0.013638841999636497,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q024,0.011368667001079302,0.011525249799888115,0.3333333333333333,0.2,0.1111111111111111,0.16958010263680806,0.3,0.3333333333333333,0.27200344942751675,0.15,0.3333333333333333,0.27200344942751675
SBERT,Q025,0.01261970899940934,0.01312200000102166,0.5,0.4,0.6666666666666666,0.5307212739772434,0.2,0.6666666666666666,0.5307212739772434,0.1,0.6666666666666666,0.5307212739772434
SBERT,Q026,0.011552500000107102,0.013520924797921908,0.0018796992481203006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q027,0.01175633299862966,0.01452126700023655,0.5,0.4,0.4,0.34519134224686937,0.2,0.4,0.34519134224686937,0.1,0.4,0.34519134224686937
SBERT,Q028,0.013594415999250486,0.013809216400841252,0.5,0.4,0.25,0.36005461457723403,0.2,0.25,0.26852556974265224,0.15,0.375,0.33176124543456653
SBERT,Q029,0.01081749999866588,0.01130983320181258,0.2,0.2,0.25,0.15101961822780524,0.1,0.25,0.15101961822780524,0.1,0.5,0.25651520246291565
SBERT,Q030,0.01293949999671895,0.013706608400389087,0.14285714285714285,0.0,0.0,0.0,0.1,0.25,0.13012668333070054,0.05,0.25,0.13012668333070054
SBERT,Q031,0.010877125001570676,0.011235991402645595,0.2,0.2,0.3333333333333333,0.18154179253735267,0.2,0.6666666666666666,0.3379680345449381,0.1,0.6666666666666666,0.3379680345449381
SBERT,Q032,0.012389791998430155,0.0127682418024051,0.3333333333333333,0.6,1.0,0.6182885020492784,0.3,1.0,0.6182885020492784,0.15,1.0,0.6182885020492784
SBERT,Q033,0.011137499997857958,0.01523528300167527,0.2,0.2,0.3333333333333333,0.18154179253735267,0.1,0.3333333333333333,0.18154179253735267,0.05,0.3333333333333333,0.18154179253735267
SBERT,Q034,0.012064458001987077,0.012306416399951559,0.5,0.2,0.09090909090909091,0.21398626473452756,0.1,0.09090909090909091,0.13886244387355454,0.25,0.45454545454545453,0.3409408142906576
SBERT,Q035,0.011443458002759144,0.011722375202225521,0.25,0.4,0.2222222222222222,0.27727342735504823,0.3,0.3333333333333333,0.2629123995523596,0.15,0.3333333333333333,0.2629123995523596
SBERT,Q036,0.011567500005185138,0.011649783201573883,0.2,0.2,0.3333333333333333,0.18154179253735267,0.2,0.6666666666666666,0.3379680345449381,0.1,0.6666666666666666,0.3379680345449381
SBERT,Q037,0.012049958000716288,0.012468758400063961,0.125,0.0,0.0,0.0,0.2,0.5,0.23599633571930026,0.15,0.75,0.34489009678753246
SBERT,Q038,0.01210154200089164,0.012621591397328302,0.16666666666666666,0.0,0.0,0.0,0.1,0.3333333333333333,0.16716045496620227,0.05,0.3333333333333333,0.16716045496620227
SBERT,Q039,0.012419749997206964,0.015357733202108648,0.5,0.2,0.25,0.24630238874073,0.1,0.25,0.24630238874073,0.05,0.25,0.24630238874073
SBERT,Q040,0.014293084001110401,0.014933491995907388,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3333333333333333,0.12325583919272352
SBERT,Q041,0.011662959004752338,0.012290633203519974,0.5,0.2,0.3333333333333333,0.2960819109658652,0.2,0.6666666666666666,0.4632423659320675,0.1,0.6666666666666666,0.4632423659320675
SBERT,Q042,0.011645708000287414,0.01180786639888538,0.1,0.0,0.0,0.0,0.1,0.3333333333333333,0.13565197343244778,0.05,0.3333333333333333,0.13565197343244778
SBERT,Q043,0.011588583001866937,0.011950941200484521,0.5,0.4,0.2,0.36005461457723403,0.2,0.2,0.23365080824310533,0.1,0.2,0.23365080824310533
SBERT,Q044,0.011343874997692183,0.013090507801098283,0.0018083182640144665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q045,0.01113483399967663,0.01213915799598908,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q046,0.011431708000600338,0.013681458201608621,0.125,0.0,0.0,0.0,0.2,0.13333333333333333,0.13568544539116628,0.1,0.13333333333333333,0.10517970826141314
SBERT,Q047,0.012788000000000466,0.012916116802080069,0.5,0.2,0.125,0.21398626473452756,0.2,0.25,0.2393836156873445,0.15,0.375,0.30126618504430114
SBERT,Q048,0.013253125005576294,0.013765533399418928,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q049,0.013560499995946884,0.014016749798611273,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q050,0.013497333995474037,0.014600375000736677,0.5,0.2,0.3333333333333333,0.2960819109658652,0.1,0.3333333333333333,0.2960819109658652,0.05,0.3333333333333333,0.2960819109658652
SBERT,Q051,0.0127660830039531,0.01326083280291641,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3333333333333333,0.10858087310103355
SBERT,Q052,0.012012125000183005,0.016799925002851525,0.5,0.2,0.2,0.21398626473452756,0.1,0.2,0.21398626473452756,0.1,0.4,0.30859261144119193
SBERT,Q053,0.011504749993036967,0.012416950201441068,0.25,0.2,0.25,0.16812753627111746,0.2,0.5,0.298254219601818,0.1,0.5,0.298254219601818
SBERT,Q054,0.011695458997564856,0.01339156639733119,0.5,0.6,0.2727272727272727,0.5296347172140421,0.4,0.36363636363636365,0.40995091484653445,0.3,0.5454545454545454,0.48791186662092034
SBERT,Q055,0.01157266699738102,0.011991708799905609,0.25,0.4,0.5,0.3191471544989227,0.2,0.5,0.3191471544989227,0.1,0.5,0.3191471544989227
SBERT,Q056,0.011450624995632097,0.012052699798368849,0.3333333333333333,0.4,0.6666666666666666,0.4367467095119258,0.3,1.0,0.5931729515195112,0.15,1.0,0.5931729515195112
SBERT,Q057,0.01246391700260574,0.014805483001691756,0.3333333333333333,0.4,0.4,0.3156484524795145,0.3,0.6,0.42870185423738655,0.15,0.6,0.42870185423738655
SBERT,Q058,0.011723125004209578,0.01200457500090124,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q059,0.012953708996064961,0.01371159199916292,0.3333333333333333,0.4,0.3333333333333333,0.3156484524795145,0.2,0.3333333333333333,0.2816249726597774,0.1,0.3333333333333333,0.2816249726597774
SBERT,Q060,0.013361042001633905,0.013723500398918986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q061,0.011784374997660052,0.012090358398563695,0.1111111111111111,0.0,0.0,0.0,0.1,0.16666666666666666,0.09109240322345806,0.05,0.16666666666666666,0.09109240322345806
SBERT,Q062,0.013095166003040504,0.013531916600186378,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.07721668828275381
SBERT,Q063,0.011830582996481098,0.012566324596991762,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q064,0.011339584001689218,0.011461508000502363,0.16666666666666666,0.0,0.0,0.0,0.1,0.25,0.13905617951077562,0.05,0.25,0.13905617951077562
SBERT,Q065,0.012708667003607843,0.013128016403061337,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q066,0.011730959005944896,0.012266558599367271,0.5,0.4,0.2,0.34519134224686937,0.3,0.3,0.29025978496956456,0.15,0.3,0.29025978496956456
SBERT,Q067,0.011442999995779246,0.012034950002271217,0.3333333333333333,0.4,0.6666666666666666,0.4367467095119258,0.2,0.6666666666666666,0.4367467095119258,0.15,1.0,0.5540663910176149
SBERT,Q068,0.01136320800287649,0.011542174803616944,0.3333333333333333,0.2,0.2,0.16958010263680806,0.3,0.6,0.39738453770356597,0.2,0.8,0.47722587308423386
SBERT,Q069,0.01188512500084471,0.012501257999974768,0.5,0.2,0.25,0.24630238874073,0.1,0.25,0.24630238874073,0.05,0.25,0.24630238874073
SBERT,Q070,0.013596207994851284,0.017049025000596886,0.5,0.4,0.25,0.38356636737133565,0.4,0.5,0.4419983077885566,0.25,0.625,0.5026571212396781
SBERT,Q071,0.013797499996144325,0.013938667000911665,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q072,0.012625000003026798,0.013132133400358726,0.14285714285714285,0.0,0.0,0.0,0.1,0.2,0.11305340175787204,0.05,0.2,0.11305340175787204
SBERT,Q073,0.012643250003748108,0.013209533800545615,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBERT,Q074,0.012982166001165751,0.0171737997996388,0.1,0.0,0.0,0.0,0.1,0.25,0.11284514134893527,0.1,0.5,0.2104401538469607
