dense_model,query_count,dense_build_seconds,latency_seconds,mrr,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10,precision@20,recall@20,ndcg@20
all-MiniLM-L6-v2,80,40.78234925000288,0.012866563125589892,0.24726665124766312,0.19249999999999998,0.22062184343434343,0.18790157851739536,0.14625000000000002,0.3221575126262627,0.2271274718136839,0.0925,0.39437500000000003,0.25588415127469444
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,80,209.94864658299775,0.01360306713713726,0.19931115454402182,0.12,0.13891256313131312,0.12206127030483534,0.0925,0.20254103535353538,0.14813087392764226,0.06999999999999999,0.2976167929292929,0.18520890891001462
