two_stage_candidate_size,query_count,latency_seconds,mrr,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10,precision@20,recall@20,ndcg@20
100,80,0.03894915464989026,0.2503971123102583,0.205,0.2412121212121212,0.1988845260729122,0.14125000000000001,0.3249005681818182,0.22859122168002574,0.09437500000000001,0.4171180555555555,0.2650501231891534
200,80,0.03903523168755783,0.25026919431376127,0.20249999999999999,0.23520517676767677,0.19661525366619528,0.14375,0.3228866792929293,0.22816407523612553,0.093125,0.4021875,0.26016322365701805
50,80,0.041393149475243265,0.24392821231056522,0.19249999999999998,0.23226325757575755,0.1911121530748409,0.1375,0.32023042929292933,0.2247720446752552,0.08937500000000001,0.39980113636363634,0.25683944403730663
